wpm,filler_count,filler_rate,pause_count,pause_rate,avg_pause_duration,speech_rate_std,pitch_mean,pitch_std,energy_mean,energy_std,silence_ratio,duration,label,label_name
123.54,0,0.0,3,1.8931,0.7853,11.1066,145.28,23.72,0.04888,0.034247,0.1922,95.08,2,Good
146.27,2,2.7936,4,5.5873,0.5539,6.1338,216.11,22.43,0.047365,0.027971,0.1435,42.95,2,Good
135.92,1,0.5408,2,1.0816,0.6598,8.6991,178.73,33.69,0.077905,0.011735,0.1937,110.95,2,Good
151.15,4,6.5252,10,16.3131,1.6778,24.6853,238.73,62.76,0.057856,0.055512,0.2129,36.78,1,Average
150.66,18,30.1038,10,16.7244,3.3205,65.2281,219.11,98.01,0.034468,0.047223,0.5924,35.88,0,Poor
136.65,12,11.8366,19,18.7412,3.6241,58.6041,179.12,67.75,0.057473,0.088494,0.38,60.83,0,Poor
78.4,21,36.4691,23,39.9423,1.7214,47.0678,185.55,94.85,0.019943,0.071863,0.3321,34.55,0,Poor
141.86,1,0.8418,4,3.3673,0.616,11.6831,156.73,16.25,0.107492,0.039436,0.169,71.27,2,Good
140.22,0,0.0,3,4.2633,0.5273,5.4643,171.04,19.0,0.041868,0.032686,0.1188,42.22,2,Good
151.21,0,0.0,3,1.6364,0.6433,13.867,154.89,23.29,0.108402,0.016212,0.0607,110.0,2,Good
124.03,1,0.8848,3,2.6544,0.7436,11.7553,199.91,31.28,0.089674,0.020571,0.1762,67.81,2,Good
171.92,4,7.8165,9,17.5871,0.823,26.4953,224.04,35.48,0.057472,0.03076,0.1524,30.7,1,Average
70.12,10,8.2101,18,14.7781,3.7881,97.7286,92.73,83.67,0.010872,0.066853,0.3594,73.08,0,Poor
159.71,1,0.5279,2,1.0559,0.7762,11.3274,172.88,37.69,0.097123,0.028237,0.0964,113.65,2,Good
111.84,7,6.2169,10,8.8812,0.9701,26.8635,199.56,57.03,0.05099,0.04229,0.2949,67.56,1,Average
134.49,7,10.9968,8,12.5678,1.6674,21.6917,216.18,51.74,0.025721,0.042915,0.2469,38.19,1,Average
157.67,2,1.3613,3,2.042,0.7533,13.9049,140.81,30.9,0.113063,0.028377,0.1811,88.15,2,Good
150.7,0,0.0,5,3.7648,1.0952,8.1799,192.59,26.81,0.110413,0.016472,0.1517,79.69,2,Good
71.59,21,18.9224,18,16.2192,1.5399,57.6992,133.03,101.0,0.03855,0.106656,0.3607,66.59,0,Poor
97.15,5,3.0458,5,3.0458,0.939,29.4174,111.36,62.75,0.028991,0.034167,0.1537,98.49,1,Average
49.23,12,21.0799,19,33.3765,1.9425,49.8786,106.54,87.65,0.016348,0.069142,0.4762,34.16,0,Poor
147.5,5,3.1489,10,6.2979,1.2726,36.2808,125.99,56.31,0.089959,0.022411,0.3454,95.27,1,Average
86.56,19,15.0597,11,8.7188,1.9546,55.0872,146.93,91.49,0.028757,0.063298,0.5141,75.7,0,Poor
102.2,4,6.6393,11,18.2581,0.9949,24.7087,219.62,36.25,0.036419,0.068167,0.2011,36.15,1,Average
103.63,7,4.8297,5,3.4498,1.9161,22.6459,214.85,37.57,0.081715,0.068066,0.2431,86.96,1,Average
250.38,24,74.2993,24,74.2993,2.5513,88.1568,220.66,108.3,0.054673,0.089381,0.6432,19.38,0,Poor
183.01,14,13.6556,14,13.6556,1.5663,54.9789,208.27,85.29,0.054097,0.105395,0.4196,61.51,0,Poor
124.44,3,2.8057,3,2.8057,1.1052,13.1997,170.43,39.42,0.048858,0.022676,0.0563,64.16,2,Good
84.18,20,15.8803,17,13.4982,3.3377,89.1915,142.05,70.65,0.046284,0.104547,0.6467,75.57,0,Poor
105.68,23,76.3708,20,66.4094,3.8607,71.0818,269.65,110.67,0.022551,0.106313,0.313,18.07,0,Poor
85.47,23,66.8825,15,43.619,3.2442,54.9037,233.23,84.7,0.053087,0.081219,0.6406,20.63,0,Poor
122.89,1,1.5351,3,4.6054,0.7097,6.1529,180.05,34.86,0.096567,0.011507,0.0609,39.08,2,Good
87.89,24,18.376,21,16.079,1.6287,60.3256,279.82,74.37,0.012969,0.079156,0.645,78.36,0,Poor
79.11,12,70.8399,12,70.8399,2.1804,77.4627,159.41,65.49,0.055452,0.050945,0.6326,10.16,0,Poor
93.54,3,2.2586,5,3.7643,0.8865,21.7814,111.82,68.26,0.071626,0.037663,0.2093,79.7,1,Average
148.05,0,0.0,2,3.4738,0.5108,13.7439,160.25,26.26,0.116606,0.021971,0.176,34.54,2,Good
124.59,7,5.0853,9,6.5383,1.1464,22.7277,207.58,60.61,0.084797,0.041909,0.3303,82.59,1,Average
144.85,0,0.0,5,4.3637,0.7832,6.0253,202.7,22.14,0.074621,0.030563,0.0999,68.75,2,Good
129.04,0,0.0,2,2.4128,0.9224,10.3672,191.83,18.07,0.111093,0.025093,0.1174,49.73,2,Good
55.44,22,24.4657,24,26.6899,2.7791,53.6338,163.0,60.16,0.052757,0.046761,0.509,53.95,0,Poor
228.01,22,32.4937,24,35.4477,3.316,75.1095,179.2,114.63,0.021388,0.081888,0.5442,40.62,0,Poor
142.01,8,7.3618,9,8.282,0.9125,34.4293,241.57,47.35,0.031259,0.047902,0.3124,65.2,1,Average
118.75,5,3.0687,8,4.91,1.2194,22.8524,132.69,39.01,0.037568,0.062531,0.2622,97.76,1,Average
149.31,0,0.0,5,3.5826,0.5568,19.2724,207.08,35.13,0.105839,0.037981,0.1316,83.74,2,Good
131.44,5,11.9941,6,14.3929,1.4744,28.648,157.28,60.87,0.02605,0.031839,0.2965,25.01,1,Average
130.65,4,5.2428,8,10.4856,1.1514,44.4993,200.28,53.3,0.072365,0.060588,0.2813,45.78,1,Average
67.09,17,34.1545,15,30.1363,3.7491,78.4155,133.76,89.89,0.023169,0.114695,0.3026,29.86,0,Poor
76.34,9,15.3972,17,29.0835,1.5555,72.3991,184.77,109.88,0.021928,0.105311,0.6388,35.07,0,Poor
140.45,0,0.0,2,1.9168,1.1059,19.7111,172.61,35.69,0.101162,0.027206,0.1934,62.6,2,Good
144.31,0,0.0,5,4.5783,0.9561,16.079,165.25,31.12,0.07161,0.031396,0.0799,65.53,2,Good
51.05,23,46.5366,12,24.28,3.4214,47.3982,298.8,88.2,0.020376,0.11068,0.5617,29.65,0,Poor
162.08,4,7.88,8,15.76,1.2858,36.3519,163.14,51.02,0.053714,0.028844,0.2274,30.46,1,Average
140.9,1,0.631,5,3.1552,0.6583,9.563,164.32,20.76,0.040118,0.03188,0.195,95.08,2,Good
104.09,4,3.2816,5,4.102,1.6028,31.5574,171.76,56.04,0.05818,0.023114,0.2525,73.14,1,Average
120.05,0,0.0,2,1.3382,1.1819,17.7059,141.89,37.46,0.102656,0.033411,0.1187,89.67,2,Good
95.11,6,13.2835,9,19.9252,1.0104,37.2501,140.14,51.43,0.026767,0.042519,0.3012,27.1,1,Average
91.48,3,2.5306,5,4.2177,1.4961,26.3556,188.26,43.71,0.057257,0.026287,0.1765,71.13,1,Average
161.57,7,15.3093,10,21.8704,0.9069,38.8818,129.16,63.04,0.074742,0.055437,0.1572,27.43,1,Average
222.19,24,69.3217,12,34.6609,2.0611,57.31,198.13,95.58,0.036905,0.047319,0.6071,20.77,0,Poor
171.57,20,57.6174,18,51.8556,3.4273,50.8629,96.53,103.69,0.032252,0.095072,0.4522,20.83,0,Poor
125.6,1,0.8302,2,1.6605,0.7319,12.2306,155.69,30.27,0.062455,0.01621,0.1275,72.27,2,Good
172.86,5,11.3113,7,15.8358,1.6163,21.805,114.6,40.31,0.052384,0.063414,0.2954,26.52,1,Average
128.01,0,0.0,4,3.1486,1.0165,12.8217,145.48,24.28,0.113661,0.027533,0.1307,76.22,2,Good
66.04,21,24.5657,15,17.547,2.4827,94.0626,218.85,107.69,0.032645,0.086152,0.4724,51.29,0,Poor
136.61,7,17.3693,8,19.8506,1.7453,35.6106,184.17,69.18,0.030148,0.056258,0.1882,24.18,1,Average
181.85,11,8.8814,14,11.3036,3.8062,83.8981,113.56,94.58,0.038369,0.07393,0.5578,74.31,0,Poor
126.74,4,5.0687,8,10.1373,1.0154,38.8425,228.32,36.95,0.07396,0.067365,0.1833,47.35,1,Average
143.08,2,1.3956,2,1.3956,0.6757,13.4611,168.69,31.42,0.059232,0.015748,0.1877,85.98,2,Good
133.87,5,3.4894,6,4.1873,1.4525,41.6123,220.09,50.85,0.080771,0.032264,0.1815,85.97,1,Average
